"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"2659","Klay Thompson","Golden State Warriors","4/4/17",2016,4,5,47,"shot_no","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-235,-5,55
"2660","Klay Thompson","Golden State Warriors","4/4/17",2016,3,9,11,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",112,228,39
"2661","Klay Thompson","Golden State Warriors","12/11/16",2016,4,6,15,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",123,228,54
"2662","Klay Thompson","Golden State Warriors","12/11/16",2016,4,7,42,"shot_yes","Jump Shot","2PT Field Goal",13,"Minnesota Timberwolves",-65,120,53
"2663","Klay Thompson","Golden State Warriors","11/13/16",2016,1,5,6,"shot_no","Jump Shot","3PT Field Goal",24,"Phoenix Suns",225,106,19
"2664","Klay Thompson","Golden State Warriors","11/13/16",2016,3,6,0,"shot_no","Jump Shot","2PT Field Goal",12,"Phoenix Suns",97,75,42
"2665","Klay Thompson","Golden State Warriors","11/13/16",2016,1,10,27,"shot_no","Jump Shot","3PT Field Goal",24,"Phoenix Suns",222,105,14
"2666","Klay Thompson","Golden State Warriors","11/13/16",2016,4,3,33,"shot_no","Jump Shot","3PT Field Goal",25,"Phoenix Suns",182,174,57
"2667","Klay Thompson","Golden State Warriors","12/11/16",2016,1,10,30,"shot_yes","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",68,232,14
"2668","Klay Thompson","Golden State Warriors","12/11/16",2016,4,0,49,"shot_yes","Jump Shot","2PT Field Goal",20,"Minnesota Timberwolves",209,16,60
"2669","Klay Thompson","Golden State Warriors","12/11/16",2016,1,9,13,"shot_no","Jump Shot","2PT Field Goal",5,"Minnesota Timberwolves",-47,26,15
"2670","Klay Thompson","Golden State Warriors","12/11/16",2016,1,0,1,"shot_no","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",22,244,24
"2671","Klay Thompson","Golden State Warriors","12/11/16",2016,1,9,56,"shot_yes","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",50,242,15
"2672","Klay Thompson","Golden State Warriors","12/11/16",2016,3,10,50,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",159,203,38
"2673","Klay Thompson","Golden State Warriors","12/11/16",2016,2,1,2,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-63,244,35
"2674","Klay Thompson","Golden State Warriors","12/11/16",2016,1,6,20,"shot_no","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",235,21,18
"2675","Klay Thompson","Golden State Warriors","12/11/16",2016,4,6,58,"shot_yes","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",222,70,54
"2676","Klay Thompson","Golden State Warriors","12/11/16",2016,4,1,19,"shot_no","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",218,100,59
"2677","Klay Thompson","Golden State Warriors","12/11/16",2016,2,6,55,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-176,178,30
"2678","Klay Thompson","Golden State Warriors","12/11/16",2016,4,10,46,"shot_yes","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",210,126,50
"2679","Klay Thompson","Golden State Warriors","12/11/16",2016,4,7,45,"shot_no","Jump Shot","2PT Field Goal",16,"Minnesota Timberwolves",-29,159,53
"2680","Klay Thompson","Golden State Warriors","12/11/16",2016,2,7,12,"shot_no","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",40,237,29
"2681","Klay Thompson","Golden State Warriors","12/5/16",2016,2,4,59,"shot_no","Jump Shot","3PT Field Goal",28,"Indiana Pacers",-109,267,32
"2682","Klay Thompson","Golden State Warriors","10/25/16",2016,2,2,23,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",230,43,34
"2683","Klay Thompson","Golden State Warriors","10/25/16",2016,4,9,56,"shot_no","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",-1,252,51
"2684","Klay Thompson","Golden State Warriors","10/25/16",2016,3,9,26,"shot_yes","Jump Shot","2PT Field Goal",4,"San Antonio Spurs",22,38,39
"2685","Klay Thompson","Golden State Warriors","10/25/16",2016,3,8,31,"shot_no","Jump Shot","3PT Field Goal",26,"San Antonio Spurs",-199,169,40
"2686","Klay Thompson","Golden State Warriors","10/25/16",2016,1,5,23,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",-230,-5,19
"2687","Klay Thompson","Golden State Warriors","11/21/16",2016,1,8,46,"shot_no","Jump Shot","3PT Field Goal",25,"Indiana Pacers",200,154,16
"2688","Klay Thompson","Golden State Warriors","2/1/17",2016,3,9,49,"shot_no","Jump Shot","2PT Field Goal",13,"Charlotte Hornets",132,16,39
"2689","Klay Thompson","Golden State Warriors","12/30/16",2016,4,0,54,"shot_no","Jump Shot","3PT Field Goal",27,"Dallas Mavericks",125,247,60
"2690","Klay Thompson","Golden State Warriors","12/30/16",2016,4,0,19,"shot_no","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",204,169,60
"2691","Klay Thompson","Golden State Warriors","12/1/16",2016,4,9,47,"shot_no","Jump Shot","2PT Field Goal",14,"Houston Rockets",146,16,51
"2692","Klay Thompson","Golden State Warriors","12/5/16",2016,2,5,32,"shot_no","Jump Shot","3PT Field Goal",24,"Indiana Pacers",-240,46,31
"2693","Klay Thompson","Golden State Warriors","11/1/16",2016,2,8,30,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",145,208,28
"2694","Klay Thompson","Golden State Warriors","11/1/16",2016,2,9,56,"shot_no","Jump Shot","3PT Field Goal",27,"Portland Trail Blazers",-183,200,27
"2695","Klay Thompson","Golden State Warriors","12/5/16",2016,2,1,50,"shot_no","Jump Shot","3PT Field Goal",23,"Indiana Pacers",232,51,35
"2696","Klay Thompson","Golden State Warriors","12/5/16",2016,1,4,25,"shot_no","Jump Shot","2PT Field Goal",16,"Indiana Pacers",22,159,20
"2697","Klay Thompson","Golden State Warriors","12/5/16",2016,1,4,21,"shot_no","Jump Shot","3PT Field Goal",25,"Indiana Pacers",64,249,20
"2698","Klay Thompson","Golden State Warriors","12/5/16",2016,1,7,5,"shot_no","Jump Shot","2PT Field Goal",17,"Indiana Pacers",105,136,17
"2699","Klay Thompson","Golden State Warriors","12/5/16",2016,1,10,38,"shot_yes","Jump Shot","3PT Field Goal",24,"Indiana Pacers",-181,170,14
"2700","Klay Thompson","Golden State Warriors","12/5/16",2016,3,10,37,"shot_no","Jump Shot","2PT Field Goal",3,"Indiana Pacers",-12,31,38
"2701","Klay Thompson","Golden State Warriors","12/5/16",2016,1,8,18,"shot_yes","Jump Shot","2PT Field Goal",20,"Indiana Pacers",205,21,16
"2702","Klay Thompson","Golden State Warriors","12/5/16",2016,3,6,4,"shot_no","Jump Shot","3PT Field Goal",26,"Indiana Pacers",-192,178,42
"2703","Klay Thompson","Golden State Warriors","12/5/16",2016,3,7,43,"shot_no","Jump Shot","3PT Field Goal",23,"Indiana Pacers",-230,43,41
"2704","Klay Thompson","Golden State Warriors","12/1/16",2016,2,1,42,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",-7,269,35
"2705","Klay Thompson","Golden State Warriors","11/1/16",2016,3,10,33,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",181,174,38
"2706","Klay Thompson","Golden State Warriors","11/1/16",2016,2,7,37,"shot_yes","Jump Shot","2PT Field Goal",19,"Portland Trail Blazers",-115,159,29
"2707","Klay Thompson","Golden State Warriors","3/5/17",2016,3,9,4,"shot_no","Jump Shot","2PT Field Goal",17,"New York Knicks",146,101,39
"2708","Klay Thompson","Golden State Warriors","3/5/17",2016,2,2,21,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",207,129,34
"2709","Klay Thompson","Golden State Warriors","11/1/16",2016,2,4,16,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",184,195,32
"2710","Klay Thompson","Golden State Warriors","12/30/16",2016,3,4,28,"shot_yes","Jump Shot","3PT Field Goal",25,"Dallas Mavericks",197,164,44
"2711","Klay Thompson","Golden State Warriors","1/18/17",2016,4,10,50,"shot_no","Jump Shot","2PT Field Goal",20,"Oklahoma City Thunder",200,26,50
"2712","Klay Thompson","Golden State Warriors","11/1/16",2016,4,6,54,"shot_no","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",125,210,54
"2713","Klay Thompson","Golden State Warriors","11/1/16",2016,2,2,16,"shot_no","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",230,18,34
"2714","Klay Thompson","Golden State Warriors","11/1/16",2016,4,4,47,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",78,242,56
"2715","Klay Thompson","Golden State Warriors","2/25/17",2016,3,7,46,"shot_no","Jump Shot","2PT Field Goal",15,"Brooklyn Nets",-145,61,41
"2716","Klay Thompson","Golden State Warriors","2/25/17",2016,1,8,18,"shot_yes","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-142,208,16
"2717","Klay Thompson","Golden State Warriors","2/25/17",2016,1,6,52,"shot_no","Jump Shot","2PT Field Goal",19,"Brooklyn Nets",-150,121,18
"2718","Klay Thompson","Golden State Warriors","2/25/17",2016,3,5,9,"shot_no","Jump Shot","3PT Field Goal",26,"Brooklyn Nets",169,198,43
"2719","Klay Thompson","Golden State Warriors","2/27/17",2016,2,9,30,"shot_yes","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-17,-6,27
"2720","Klay Thompson","Golden State Warriors","11/1/16",2016,2,2,39,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-12,2,34
"2721","Klay Thompson","Golden State Warriors","12/23/16",2016,3,11,46,"shot_no","Layup Shot","2PT Field Goal",1,"Detroit Pistons",10,0,37
"2722","Klay Thompson","Golden State Warriors","3/28/17",2016,2,9,42,"shot_yes","Layup Shot","2PT Field Goal",1,"Houston Rockets",12,-1,27
"2723","Klay Thompson","Golden State Warriors","2/2/17",2016,1,1,13,"shot_yes","Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",24,11,23
"2724","Klay Thompson","Golden State Warriors","3/31/17",2016,3,11,4,"shot_yes","Layup Shot","2PT Field Goal",1,"Houston Rockets",12,8,37
"2725","Klay Thompson","Golden State Warriors","12/5/16",2016,3,3,1,"shot_no","Layup Shot","2PT Field Goal",1,"Indiana Pacers",9,16,45
"2726","Klay Thompson","Golden State Warriors","11/4/16",2016,2,1,19,"shot_no","Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",-5,1,35
"2727","Klay Thompson","Golden State Warriors","2/4/17",2016,4,8,5,"shot_no","Layup Shot","2PT Field Goal",1,"Sacramento Kings",-17,7,52
"2728","Klay Thompson","Golden State Warriors","1/2/17",2016,3,6,23,"shot_no","Layup Shot","2PT Field Goal",2,"Denver Nuggets",10,21,42
"2729","Klay Thompson","Golden State Warriors","2/28/17",2016,4,10,59,"shot_no","Layup Shot","2PT Field Goal",2,"Washington Wizards",-22,2,50
"2730","Klay Thompson","Golden State Warriors","1/2/17",2016,4,11,44,"shot_yes","Layup Shot","2PT Field Goal",0,"Denver Nuggets",3,-1,49
"2731","Klay Thompson","Golden State Warriors","2/8/17",2016,4,5,31,"shot_no","Layup Shot","2PT Field Goal",2,"Chicago Bulls",19,16,55
"2732","Klay Thompson","Golden State Warriors","3/31/17",2016,2,1,21,"shot_yes","Layup Shot","2PT Field Goal",2,"Houston Rockets",-6,26,35
"2733","Klay Thompson","Golden State Warriors","3/5/17",2016,2,6,33,"shot_no","Layup Shot","2PT Field Goal",1,"New York Knicks",-11,11,30
"2734","Klay Thompson","Golden State Warriors","12/17/16",2016,3,11,15,"shot_no","Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",0,28,37
"2735","Klay Thompson","Golden State Warriors","12/13/16",2016,3,10,8,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-19,11,38
"2736","Klay Thompson","Golden State Warriors","3/5/17",2016,3,5,18,"shot_yes","Layup Shot","2PT Field Goal",2,"New York Knicks",24,-10,43
"2737","Klay Thompson","Golden State Warriors","3/31/17",2016,3,4,56,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",-2,13,44
"2738","Klay Thompson","Golden State Warriors","4/4/17",2016,2,11,43,"shot_no","Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",9,7,25
"2739","Klay Thompson","Golden State Warriors","12/13/16",2016,1,7,31,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-17,11,17
"2740","Klay Thompson","Golden State Warriors","3/5/17",2016,1,11,44,"shot_yes","Layup Shot","2PT Field Goal",1,"New York Knicks",9,-5,13
"2741","Klay Thompson","Golden State Warriors","2/2/17",2016,1,1,18,"shot_no","Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",27,11,23
"2742","Klay Thompson","Golden State Warriors","3/29/17",2016,3,3,40,"shot_no","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-17,7,45
"2743","Klay Thompson","Golden State Warriors","11/4/16",2016,3,10,59,"shot_no","Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-28,6,38
"2744","Klay Thompson","Golden State Warriors","11/10/16",2016,3,3,48,"shot_no","Layup Shot","2PT Field Goal",0,"Denver Nuggets",4,7,45
"2745","Klay Thompson","Golden State Warriors","2/28/17",2016,4,10,20,"shot_yes","Layup Shot","2PT Field Goal",1,"Washington Wizards",12,-1,50
"2746","Klay Thompson","Golden State Warriors","3/18/17",2016,1,10,4,"shot_no","Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",2,18,14
"2747","Klay Thompson","Golden State Warriors","2/8/17",2016,3,9,9,"shot_no","Layup Shot","2PT Field Goal",2,"Chicago Bulls",1,26,39
"2748","Klay Thompson","Golden State Warriors","11/26/16",2016,4,9,7,"shot_yes","Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",6,11,51
"2749","Klay Thompson","Golden State Warriors","11/4/16",2016,1,10,26,"shot_no","Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",8,3,14
"2750","Klay Thompson","Golden State Warriors","1/18/17",2016,3,11,14,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-25,11,37
"2751","Klay Thompson","Golden State Warriors","12/13/16",2016,4,10,55,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",10,7,50
"2752","Klay Thompson","Golden State Warriors","1/8/17",2016,3,5,32,"shot_yes","Layup Shot","2PT Field Goal",2,"Sacramento Kings",-22,7,43
"2753","Klay Thompson","Golden State Warriors","11/1/16",2016,2,2,36,"shot_no","Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-22,2,34
"2754","Klay Thompson","Golden State Warriors","12/8/16",2016,1,5,7,"shot_yes","Layup Shot","2PT Field Goal",1,"Utah Jazz",2,18,19
"2755","Klay Thompson","Golden State Warriors","11/1/16",2016,2,2,38,"shot_no","Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",-4,0,34
"2756","Klay Thompson","Golden State Warriors","12/1/16",2016,1,3,30,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",4,11,21
"2757","Klay Thompson","Golden State Warriors","10/28/16",2016,2,3,22,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-20,2,33
"2758","Klay Thompson","Golden State Warriors","11/9/16",2016,2,1,7,"shot_yes","Layup Shot","2PT Field Goal",2,"Dallas Mavericks",4,26,35
"2759","Klay Thompson","Golden State Warriors","3/29/17",2016,4,10,51,"shot_yes","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-12,0,50
"2760","Klay Thompson","Golden State Warriors","2/10/17",2016,1,7,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",15,3,17
"2761","Klay Thompson","Golden State Warriors","1/8/17",2016,4,9,43,"shot_no","Layup Shot","2PT Field Goal",4,"Sacramento Kings",40,16,51
"2762","Klay Thompson","Golden State Warriors","12/28/16",2016,4,3,40,"shot_no","Layup Shot","2PT Field Goal",1,"Toronto Raptors",-7,13,57
"2763","Klay Thompson","Golden State Warriors","2/1/17",2016,4,7,48,"shot_yes","Pullup Bank shot","3PT Field Goal",25,"Charlotte Hornets",-201,156,53
"2764","Klay Thompson","Golden State Warriors","11/28/16",2016,1,4,36,"shot_yes","Pullup Bank shot","2PT Field Goal",12,"Atlanta Hawks",-122,31,20
"2765","Klay Thompson","Golden State Warriors","12/8/16",2016,1,7,33,"shot_yes","Pullup Jump shot","2PT Field Goal",13,"Utah Jazz",-53,126,17
"2766","Klay Thompson","Golden State Warriors","12/20/16",2016,3,7,58,"shot_no","Pullup Jump shot","3PT Field Goal",23,"Utah Jazz",-238,8,41
"2767","Klay Thompson","Golden State Warriors","2/23/17",2016,1,9,16,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Los Angeles Clippers",-140,121,15
"2768","Klay Thompson","Golden State Warriors","3/21/17",2016,1,6,39,"shot_yes","Pullup Jump shot","2PT Field Goal",13,"Dallas Mavericks",9,134,18
"2769","Klay Thompson","Golden State Warriors","3/31/17",2016,3,5,23,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",-11,249,43
"2770","Klay Thompson","Golden State Warriors","2/23/17",2016,1,7,6,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Los Angeles Clippers",-104,169,17
"2771","Klay Thompson","Golden State Warriors","1/16/17",2016,4,5,42,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Cleveland Cavaliers",-166,87,55
"2772","Klay Thompson","Golden State Warriors","2/2/17",2016,2,7,11,"shot_no","Pullup Jump shot","2PT Field Goal",17,"Los Angeles Clippers",92,146,29
"2773","Klay Thompson","Golden State Warriors","1/16/17",2016,1,4,54,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",-219,139,20
"2774","Klay Thompson","Golden State Warriors","11/16/16",2016,2,7,22,"shot_no","Pullup Jump shot","2PT Field Goal",8,"Toronto Raptors",-22,87,29
"2775","Klay Thompson","Golden State Warriors","2/2/17",2016,1,9,10,"shot_no","Pullup Jump shot","2PT Field Goal",13,"Los Angeles Clippers",-30,134,15
"2776","Klay Thompson","Golden State Warriors","1/6/17",2016,3,5,30,"shot_no","Pullup Jump shot","3PT Field Goal",22,"Memphis Grizzlies",228,-1,43
"2777","Klay Thompson","Golden State Warriors","1/6/17",2016,2,0,0,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Memphis Grizzlies",168,195,36
"2778","Klay Thompson","Golden State Warriors","3/2/17",2016,1,10,51,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Chicago Bulls",-81,174,14
"2779","Klay Thompson","Golden State Warriors","1/6/17",2016,1,3,55,"shot_no","Pullup Jump shot","2PT Field Goal",11,"Memphis Grizzlies",-104,38,21
"2780","Klay Thompson","Golden State Warriors","1/6/17",2016,2,8,37,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Memphis Grizzlies",123,178,28
"2781","Klay Thompson","Golden State Warriors","12/10/16",2016,2,0,36,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Memphis Grizzlies",109,52,36
"2782","Klay Thompson","Golden State Warriors","1/6/17",2016,1,9,48,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Memphis Grizzlies",-215,190,15
"2783","Klay Thompson","Golden State Warriors","3/28/17",2016,3,0,46,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Houston Rockets",53,180,48
"2784","Klay Thompson","Golden State Warriors","12/15/16",2016,1,4,36,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"New York Knicks",112,149,20
"2785","Klay Thompson","Golden State Warriors","3/20/17",2016,4,11,23,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Oklahoma City Thunder",-29,210,49
"2786","Klay Thompson","Golden State Warriors","1/22/17",2016,1,11,6,"shot_no","Pullup Jump shot","2PT Field Goal",14,"Orlando Magic",-145,-15,13
"2787","Klay Thompson","Golden State Warriors","12/15/16",2016,3,7,39,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New York Knicks",-210,144,41
"2788","Klay Thompson","Golden State Warriors","1/25/17",2016,2,6,45,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Charlotte Hornets",-150,70,30
"2789","Klay Thompson","Golden State Warriors","11/7/16",2016,4,8,41,"shot_no","Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",55,252,52
"2790","Klay Thompson","Golden State Warriors","12/5/16",2016,3,10,35,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Indiana Pacers",-153,115,38
"2791","Klay Thompson","Golden State Warriors","3/14/17",2016,3,11,14,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Philadelphia 76ers",-61,149,37
"2792","Klay Thompson","Golden State Warriors","3/18/17",2016,3,6,37,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",146,223,42
"2793","Klay Thompson","Golden State Warriors","1/29/17",2016,3,9,26,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Portland Trail Blazers",84,164,39
"2794","Klay Thompson","Golden State Warriors","3/14/17",2016,4,1,33,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Philadelphia 76ers",-65,254,59
"2795","Klay Thompson","Golden State Warriors","11/7/16",2016,4,0,54,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"New Orleans Pelicans",233,41,60
"2796","Klay Thompson","Golden State Warriors","3/14/17",2016,1,5,41,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Philadelphia 76ers",207,154,19
"2797","Klay Thompson","Golden State Warriors","3/14/17",2016,2,3,34,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Philadelphia 76ers",-27,242,33
"2798","Klay Thompson","Golden State Warriors","3/14/17",2016,3,2,47,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",55,129,46
"2799","Klay Thompson","Golden State Warriors","3/14/17",2016,1,7,0,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Philadelphia 76ers",-241,23,17
"2800","Klay Thompson","Golden State Warriors","3/14/17",2016,3,3,21,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Philadelphia 76ers",151,214,45
"2801","Klay Thompson","Golden State Warriors","11/7/16",2016,3,6,22,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"New Orleans Pelicans",94,170,42
"2802","Klay Thompson","Golden State Warriors","11/7/16",2016,2,0,6,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"New Orleans Pelicans",125,121,36
"2803","Klay Thompson","Golden State Warriors","3/14/17",2016,2,6,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Philadelphia 76ers",-205,156,30
"2804","Klay Thompson","Golden State Warriors","3/5/17",2016,1,9,32,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"New York Knicks",176,164,15
"2805","Klay Thompson","Golden State Warriors","4/4/17",2016,2,10,12,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Minnesota Timberwolves",-156,62,26
"2806","Klay Thompson","Golden State Warriors","12/28/16",2016,1,8,20,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Toronto Raptors",-197,193,16
"2807","Klay Thompson","Golden State Warriors","4/4/17",2016,2,4,2,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Minnesota Timberwolves",-230,18,32
"2808","Klay Thompson","Golden State Warriors","4/4/17",2016,1,10,42,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Minnesota Timberwolves",-34,159,14
"2809","Klay Thompson","Golden State Warriors","11/21/16",2016,2,5,13,"shot_no","Pullup Jump shot","3PT Field Goal",29,"Indiana Pacers",186,223,31
"2810","Klay Thompson","Golden State Warriors","12/28/16",2016,1,9,44,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Toronto Raptors",96,257,15
"2811","Klay Thompson","Golden State Warriors","4/4/17",2016,4,11,32,"shot_no","Pullup Jump shot","3PT Field Goal",32,"Minnesota Timberwolves",153,282,49
"2812","Klay Thompson","Golden State Warriors","4/4/17",2016,2,1,42,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Minnesota Timberwolves",-233,23,35
"2813","Klay Thompson","Golden State Warriors","4/4/17",2016,3,5,56,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Minnesota Timberwolves",171,131,43
"2814","Klay Thompson","Golden State Warriors","12/15/16",2016,2,3,55,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"New York Knicks",-233,7,33
"2815","Klay Thompson","Golden State Warriors","3/24/17",2016,3,9,7,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Sacramento Kings",228,47,39
"2816","Klay Thompson","Golden State Warriors","11/13/16",2016,3,6,30,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",235,7,42
"2817","Klay Thompson","Golden State Warriors","11/13/16",2016,4,6,56,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Phoenix Suns",132,267,54
"2818","Klay Thompson","Golden State Warriors","11/13/16",2016,4,3,13,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",235,41,57
"2819","Klay Thompson","Golden State Warriors","11/7/16",2016,2,6,25,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"New Orleans Pelicans",140,134,30
"2820","Klay Thompson","Golden State Warriors","11/13/16",2016,3,9,14,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Phoenix Suns",101,151,39
"2821","Klay Thompson","Golden State Warriors","11/13/16",2016,3,8,35,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",238,2,40
"2822","Klay Thompson","Golden State Warriors","3/31/17",2016,3,7,40,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Houston Rockets",-55,149,41
"2823","Klay Thompson","Golden State Warriors","10/30/16",2016,1,5,41,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Phoenix Suns",123,159,19
"2824","Klay Thompson","Golden State Warriors","11/13/16",2016,3,9,50,"shot_no","Pullup Jump shot","2PT Field Goal",16,"Phoenix Suns",25,159,39
"2825","Klay Thompson","Golden State Warriors","10/30/16",2016,1,0,47,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",-217,160,24
"2826","Klay Thompson","Golden State Warriors","11/18/16",2016,3,10,0,"shot_yes","Pullup Jump shot","2PT Field Goal",8,"Boston Celtics",25,80,38
"2827","Klay Thompson","Golden State Warriors","11/26/16",2016,3,3,37,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",-153,200,45
"2828","Klay Thompson","Golden State Warriors","12/7/16",2016,1,4,35,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Los Angeles Clippers",-140,232,20
"2829","Klay Thompson","Golden State Warriors","1/29/17",2016,1,11,25,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",-71,234,13
"2830","Klay Thompson","Golden State Warriors","12/7/16",2016,4,8,48,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Los Angeles Clippers",-142,136,52
"2831","Klay Thompson","Golden State Warriors","11/23/16",2016,2,10,8,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-215,159,26
"2832","Klay Thompson","Golden State Warriors","11/18/16",2016,1,5,54,"shot_yes","Pullup Jump shot","2PT Field Goal",13,"Boston Celtics",82,111,19
"2833","Klay Thompson","Golden State Warriors","11/26/16",2016,1,6,39,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",-202,154,18
